"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"amr_1","790","validLoginTc","Default Suite","Mon Jul 22 01:47:02 EET 2024","passed","Mon Jul 22 01:47:02 EET 2024","TC01_LoginPage","POM","TC01_LoginPage","validLoginTc"
